transaction_id,status,bank,region,hour,payment_mode,timestamp,day,month,peak_hour,failure_reason,failed_payment_mode
1496,Failure,Kotak,Kolkata,11,Wallet,2025-06-21,Tuesday,March,18,Bank Server Down,Wallet
1497,Success,BOB,Hyderabad,3,Card,2025-04-23,Friday,May,18,,
1498,Success,Kotak,Bengaluru,13,Card,2025-03-11,Monday,January,21,,
1499,Success,PNB,Hyderabad,11,UPI,2025-03-16,Tuesday,February,18,,
1500,Success,ICICI,Kolkata,5,Card,2025-06-01,Sunday,May,12,,
1501,Success,AXIS,Delhi,5,Net Banking,2025-01-07,Tuesday,February,9,,
1502,Success,ICICI,Delhi,6,Card,2025-05-01,Sunday,March,18,,
1503,Success,HDFC,Bengaluru,20,Wallet,2025-01-18,Monday,May,12,,
1504,Success,PNB,Delhi,21,Net Banking,2025-06-26,Wednesday,May,21,,
1505,Success,Kotak,Chennai,4,Net Banking,2025-03-04,Sunday,June,12,,
1506,Success,HDFC,Kolkata,17,UPI,2025-03-26,Saturday,February,21,,
1507,Success,HDFC,Kolkata,23,Card,2025-06-25,Sunday,March,9,,
1508,Success,SBI,Hyderabad,15,Net Banking,2025-02-28,Friday,April,12,,
1509,Success,ICICI,Delhi,9,Wallet,2025-05-01,Monday,March,9,,
1510,Success,AXIS,Kolkata,17,Card,2025-04-15,Tuesday,March,12,,
1511,Success,ICICI,Pune,12,UPI,2025-02-14,Friday,January,12,,
1512,Success,Kotak,Mumbai,10,Wallet,2025-05-14,Monday,February,9,,
1513,Success,BOB,Hyderabad,1,UPI,2025-03-17,Wednesday,June,21,,
1514,Failure,PNB,Delhi,17,Net Banking,2025-04-11,Thursday,April,12,Insufficient Balance,Net Banking
1515,Success,PNB,Delhi,12,UPI,2025-02-26,Wednesday,May,12,,
1516,Success,BOB,Chennai,16,Wallet,2025-05-18,Tuesday,March,12,,
1517,Success,AXIS,Chennai,1,Wallet,2025-04-25,Sunday,June,18,,
1518,Failure,AXIS,Chennai,2,Card,2025-05-14,Sunday,February,21,Insufficient Balance,Card
1519,Success,ICICI,Chennai,4,Card,2025-06-21,Monday,April,18,,
1520,Success,SBI,Hyderabad,1,UPI,2025-06-03,Friday,June,12,,
1521,Success,PNB,Pune,5,Wallet,2025-01-22,Sunday,March,18,,
1522,Failure,ICICI,Mumbai,22,Wallet,2025-03-12,Monday,April,21,Bank Server Down,Wallet
1523,Success,SBI,Kolkata,15,Card,2025-03-02,Monday,February,12,,
1524,Success,HDFC,Delhi,6,Net Banking,2025-05-04,Monday,March,18,,
1525,Success,SBI,Kolkata,13,UPI,2025-02-22,Wednesday,February,9,,
1526,Success,Kotak,Chennai,10,Wallet,2025-02-28,Thursday,February,21,,
1527,Success,HDFC,Chennai,0,Net Banking,2025-04-09,Tuesday,March,9,,
1528,Success,SBI,Bengaluru,8,UPI,2025-05-12,Monday,June,12,,
1529,Success,HDFC,Hyderabad,1,Net Banking,2025-06-12,Friday,March,21,,
1530,Success,ICICI,Kolkata,8,Card,2025-05-03,Wednesday,February,9,,
1531,Success,AXIS,Hyderabad,7,Wallet,2025-04-14,Thursday,February,18,,
1532,Success,HDFC,Bengaluru,0,Wallet,2025-01-27,Tuesday,June,21,,
1533,Success,ICICI,Mumbai,22,UPI,2025-01-06,Friday,April,12,,
1534,Success,PNB,Pune,12,Wallet,2025-01-24,Tuesday,April,12,,
1535,Failure,PNB,Pune,14,UPI,2025-02-04,Wednesday,March,21,Wrong PIN,UPI
1536,Success,ICICI,Delhi,7,UPI,2025-01-14,Saturday,May,9,,
1537,Success,AXIS,Chennai,12,Card,2025-01-15,Thursday,January,12,,
1538,Success,HDFC,Mumbai,19,Net Banking,2025-04-03,Thursday,February,9,,
1539,Success,HDFC,Mumbai,23,Card,2025-01-27,Tuesday,March,12,,
1540,Success,BOB,Kolkata,2,UPI,2025-05-28,Tuesday,April,12,,
1541,Success,BOB,Delhi,21,Card,2025-05-28,Monday,June,21,,
1542,Success,BOB,Hyderabad,4,Card,2025-03-10,Friday,June,9,,
1543,Success,ICICI,Kolkata,13,Net Banking,2025-05-28,Saturday,February,12,,
1544,Success,PNB,Bengaluru,3,UPI,2025-02-14,Monday,March,18,,
1545,Success,BOB,Bengaluru,9,UPI,2025-05-20,Monday,June,9,,
1546,Success,BOB,Bengaluru,7,UPI,2025-04-18,Thursday,April,9,,
1547,Success,BOB,Bengaluru,16,Wallet,2025-04-14,Tuesday,March,21,,
1548,Success,BOB,Hyderabad,7,UPI,2025-06-21,Sunday,May,21,,
1549,Success,SBI,Bengaluru,9,UPI,2025-05-01,Friday,June,9,,
1550,Success,AXIS,Delhi,10,UPI,2025-05-06,Sunday,February,21,,
1551,Failure,PNB,Pune,13,Net Banking,2025-01-03,Wednesday,January,12,Network Issue,Net Banking
1552,Success,ICICI,Pune,5,Wallet,2025-05-17,Friday,January,18,,
1553,Success,PNB,Hyderabad,6,Wallet,2025-06-14,Sunday,February,18,,
1554,Success,ICICI,Mumbai,23,Card,2025-02-07,Sunday,February,18,,
1555,Success,PNB,Chennai,18,Wallet,2025-03-10,Thursday,June,18,,
1556,Success,BOB,Hyderabad,16,Wallet,2025-06-14,Wednesday,May,21,,
1557,Failure,PNB,Mumbai,16,Wallet,2025-04-21,Saturday,February,18,Wrong PIN,Wallet
1558,Success,PNB,Pune,9,Wallet,2025-06-22,Thursday,April,9,,
1559,Success,AXIS,Mumbai,20,UPI,2025-06-09,Sunday,June,9,,
1560,Success,BOB,Chennai,3,UPI,2025-06-02,Saturday,March,21,,
1561,Success,SBI,Mumbai,1,Wallet,2025-01-24,Monday,March,18,,
1562,Success,ICICI,Mumbai,22,Card,2025-05-13,Saturday,February,9,,
1563,Success,ICICI,Pune,2,Card,2025-03-01,Monday,May,21,,
1564,Success,PNB,Mumbai,1,Card,2025-03-12,Wednesday,March,9,,
1565,Success,HDFC,Pune,7,Card,2025-01-17,Wednesday,January,9,,
1566,Success,SBI,Bengaluru,6,Net Banking,2025-06-26,Thursday,April,12,,
1567,Success,Kotak,Bengaluru,22,Net Banking,2025-05-25,Thursday,February,12,,
1568,Success,Kotak,Mumbai,7,Net Banking,2025-02-27,Wednesday,March,12,,
1569,Success,HDFC,Hyderabad,19,Wallet,2025-05-02,Friday,April,18,,
1570,Success,BOB,Delhi,10,Card,2025-01-25,Friday,May,9,,
1571,Success,BOB,Hyderabad,22,Net Banking,2025-01-17,Saturday,June,21,,
1572,Success,Kotak,Bengaluru,11,Net Banking,2025-03-08,Sunday,April,9,,
1573,Success,HDFC,Chennai,7,UPI,2025-01-05,Thursday,January,21,,
1574,Success,SBI,Hyderabad,7,UPI,2025-05-17,Saturday,January,9,,
1575,Failure,SBI,Mumbai,20,Card,2025-05-11,Sunday,January,9,Invalid UPI ID,Card
1576,Success,SBI,Bengaluru,10,Wallet,2025-04-13,Tuesday,June,18,,
1577,Success,AXIS,Kolkata,3,UPI,2025-04-04,Tuesday,February,9,,
1578,Success,BOB,Delhi,10,Card,2025-01-16,Wednesday,May,18,,
1579,Success,PNB,Bengaluru,15,Card,2025-06-05,Tuesday,June,9,,
1580,Success,PNB,Mumbai,19,Card,2025-04-04,Monday,March,12,,
1581,Success,Kotak,Chennai,3,Card,2025-03-23,Thursday,January,21,,
1582,Success,PNB,Mumbai,11,Net Banking,2025-04-10,Monday,April,21,,
1583,Success,AXIS,Kolkata,23,Net Banking,2025-06-15,Saturday,February,18,,
1584,Success,Kotak,Delhi,9,UPI,2025-04-21,Thursday,February,9,,
1585,Success,SBI,Pune,9,UPI,2025-04-12,Friday,January,9,,
1586,Success,ICICI,Kolkata,9,Wallet,2025-01-04,Wednesday,June,9,,
1587,Success,BOB,Bengaluru,17,Card,2025-03-23,Friday,May,12,,
1588,Success,PNB,Pune,20,UPI,2025-02-04,Wednesday,March,18,,
1589,Success,BOB,Kolkata,9,UPI,2025-03-06,Tuesday,January,9,,
1590,Success,Kotak,Kolkata,16,Wallet,2025-04-10,Tuesday,May,12,,
1591,Success,HDFC,Mumbai,23,Net Banking,2025-02-22,Thursday,January,12,,
1592,Success,SBI,Delhi,2,Card,2025-03-11,Thursday,January,12,,
1593,Success,BOB,Hyderabad,6,UPI,2025-01-16,Tuesday,May,9,,
1594,Success,AXIS,Hyderabad,2,Wallet,2025-04-03,Monday,April,12,,
1595,Success,AXIS,Bengaluru,6,Net Banking,2025-04-23,Wednesday,May,12,,
1596,Success,HDFC,Chennai,21,Card,2025-06-19,Saturday,May,21,,
1597,Success,HDFC,Kolkata,2,UPI,2025-06-25,Saturday,May,12,,
1598,Success,SBI,Mumbai,17,UPI,2025-04-19,Thursday,March,18,,
1599,Success,HDFC,Delhi,4,Wallet,2025-01-04,Sunday,April,12,,
1600,Success,Kotak,Delhi,16,Card,2025-06-12,Monday,March,18,,
1601,Success,HDFC,Mumbai,2,UPI,2025-06-17,Monday,March,9,,
1602,Success,BOB,Pune,17,UPI,2025-03-11,Tuesday,April,12,,
1603,Success,PNB,Pune,12,Wallet,2025-05-23,Saturday,June,12,,
1604,Success,Kotak,Hyderabad,11,Wallet,2025-03-20,Saturday,June,12,,
1605,Success,BOB,Chennai,10,UPI,2025-06-24,Sunday,March,9,,
1606,Failure,PNB,Chennai,20,Wallet,2025-02-14,Tuesday,April,12,Wrong PIN,Wallet
1607,Success,AXIS,Delhi,12,UPI,2025-03-10,Saturday,May,12,,
1608,Success,HDFC,Kolkata,17,UPI,2025-06-14,Sunday,May,12,,
1609,Success,Kotak,Delhi,8,Card,2025-06-27,Tuesday,June,21,,
1610,Success,Kotak,Kolkata,8,Wallet,2025-04-22,Sunday,April,12,,
1611,Success,HDFC,Mumbai,18,Net Banking,2025-02-15,Monday,May,18,,
1612,Success,BOB,Bengaluru,8,Card,2025-05-03,Monday,March,21,,
1613,Success,AXIS,Kolkata,10,Net Banking,2025-04-02,Tuesday,May,12,,
1614,Success,ICICI,Hyderabad,10,Net Banking,2025-03-15,Sunday,February,18,,
1615,Success,PNB,Delhi,16,UPI,2025-05-28,Sunday,March,9,,
1616,Success,HDFC,Mumbai,17,UPI,2025-02-08,Tuesday,March,12,,
1617,Success,BOB,Mumbai,4,Card,2025-04-22,Thursday,January,9,,
1618,Failure,PNB,Chennai,19,Wallet,2025-06-09,Monday,March,12,Wrong PIN,Wallet
1619,Success,AXIS,Mumbai,0,Net Banking,2025-04-09,Thursday,March,9,,
1620,Success,HDFC,Pune,4,Wallet,2025-02-13,Monday,May,18,,
1621,Success,PNB,Mumbai,10,Card,2025-02-08,Wednesday,January,21,,
1622,Success,PNB,Kolkata,21,Net Banking,2025-03-28,Thursday,February,21,,
1623,Success,BOB,Delhi,0,Net Banking,2025-06-27,Tuesday,January,21,,
1624,Success,PNB,Bengaluru,18,Net Banking,2025-05-05,Sunday,June,18,,
1625,Success,AXIS,Kolkata,13,Net Banking,2025-03-28,Sunday,February,9,,
1626,Failure,ICICI,Mumbai,1,Card,2025-02-27,Saturday,February,12,Insufficient Balance,Card
1627,Success,Kotak,Mumbai,15,UPI,2025-06-24,Friday,January,21,,
1628,Success,AXIS,Chennai,11,Wallet,2025-04-27,Sunday,June,21,,
1629,Failure,AXIS,Pune,4,Wallet,2025-03-28,Friday,April,9,Daily Limit Exceeded,Wallet
1630,Success,BOB,Mumbai,7,Net Banking,2025-05-18,Tuesday,May,9,,
1631,Success,HDFC,Delhi,15,UPI,2025-06-12,Thursday,March,18,,
1632,Success,SBI,Delhi,5,Net Banking,2025-05-20,Saturday,June,21,,
1633,Success,ICICI,Kolkata,3,UPI,2025-02-16,Thursday,April,12,,
1634,Success,Kotak,Chennai,9,UPI,2025-05-20,Friday,February,9,,
1635,Success,Kotak,Mumbai,17,Card,2025-05-16,Friday,March,12,,
1636,Success,BOB,Hyderabad,20,Net Banking,2025-02-05,Wednesday,April,21,,
1637,Success,PNB,Kolkata,12,Card,2025-03-02,Thursday,June,12,,
1638,Success,BOB,Mumbai,7,UPI,2025-02-05,Thursday,June,9,,
1639,Success,AXIS,Delhi,7,Card,2025-05-08,Wednesday,June,21,,
1640,Failure,Kotak,Pune,19,UPI,2025-05-24,Monday,March,18,Insufficient Balance,UPI
1641,Success,AXIS,Pune,3,Wallet,2025-05-06,Saturday,February,12,,
1642,Success,PNB,Pune,16,Net Banking,2025-06-06,Friday,February,18,,
1643,Success,ICICI,Kolkata,2,Card,2025-01-19,Thursday,January,9,,
1644,Success,SBI,Pune,21,Card,2025-02-20,Tuesday,January,21,,
1645,Success,AXIS,Mumbai,23,Card,2025-03-24,Thursday,January,21,,
1646,Failure,HDFC,Hyderabad,19,Card,2025-06-21,Friday,May,21,Bank Server Down,Card
1647,Success,SBI,Bengaluru,15,Net Banking,2025-02-27,Sunday,January,12,,
1648,Success,BOB,Kolkata,0,Card,2025-05-06,Monday,June,21,,
1649,Success,BOB,Hyderabad,6,Wallet,2025-03-01,Wednesday,April,21,,
1650,Success,ICICI,Delhi,9,UPI,2025-04-27,Monday,February,9,,
1651,Success,ICICI,Kolkata,13,Wallet,2025-01-17,Friday,April,21,,
1652,Success,HDFC,Chennai,22,Card,2025-01-10,Wednesday,March,9,,
1653,Success,AXIS,Delhi,15,Wallet,2025-04-12,Wednesday,May,21,,
1654,Success,ICICI,Bengaluru,16,Wallet,2025-01-25,Monday,April,18,,
1655,Success,SBI,Pune,13,Net Banking,2025-06-21,Wednesday,February,12,,
1656,Success,AXIS,Mumbai,1,Net Banking,2025-05-20,Tuesday,March,18,,
1657,Success,AXIS,Bengaluru,3,UPI,2025-05-24,Wednesday,May,18,,
1658,Failure,HDFC,Bengaluru,11,Wallet,2025-06-23,Thursday,April,12,Invalid UPI ID,Wallet
1659,Success,SBI,Mumbai,6,UPI,2025-01-23,Saturday,June,9,,
1660,Failure,SBI,Kolkata,14,Wallet,2025-05-07,Wednesday,April,9,Wrong PIN,Wallet
1661,Success,PNB,Kolkata,10,UPI,2025-02-12,Friday,May,18,,
1662,Success,PNB,Chennai,4,Card,2025-03-23,Thursday,June,21,,
1663,Success,HDFC,Delhi,15,UPI,2025-05-24,Tuesday,June,9,,
1664,Success,PNB,Hyderabad,7,UPI,2025-05-03,Sunday,February,12,,
1665,Failure,PNB,Hyderabad,14,Wallet,2025-05-10,Thursday,May,9,Daily Limit Exceeded,Wallet
1666,Success,ICICI,Delhi,10,Wallet,2025-01-23,Wednesday,January,21,,
1667,Success,PNB,Kolkata,7,Wallet,2025-05-28,Monday,June,9,,
1668,Success,Kotak,Bengaluru,2,Net Banking,2025-06-21,Sunday,February,18,,
1669,Success,Kotak,Kolkata,0,UPI,2025-04-27,Thursday,April,21,,
1670,Success,HDFC,Delhi,1,Net Banking,2025-04-07,Sunday,March,12,,
1671,Success,Kotak,Hyderabad,14,UPI,2025-01-15,Monday,April,12,,
1672,Success,BOB,Delhi,13,Wallet,2025-06-26,Saturday,February,21,,
1673,Success,HDFC,Chennai,2,UPI,2025-04-14,Tuesday,June,12,,
1674,Success,ICICI,Bengaluru,11,Net Banking,2025-05-11,Saturday,April,21,,
1675,Success,AXIS,Pune,11,Wallet,2025-04-08,Thursday,February,18,,
1676,Failure,HDFC,Delhi,2,Wallet,2025-02-16,Monday,January,21,Insufficient Balance,Wallet
1677,Success,BOB,Kolkata,23,Net Banking,2025-03-11,Sunday,June,12,,
1678,Success,BOB,Bengaluru,3,Card,2025-03-17,Tuesday,April,18,,
1679,Success,SBI,Pune,16,Card,2025-01-07,Friday,June,21,,
1680,Success,HDFC,Hyderabad,15,Wallet,2025-01-05,Monday,March,12,,
1681,Success,BOB,Mumbai,1,Wallet,2025-04-17,Saturday,January,9,,
1682,Success,AXIS,Delhi,6,Net Banking,2025-01-18,Saturday,April,18,,
1683,Success,SBI,Chennai,21,Wallet,2025-03-20,Wednesday,March,21,,
1684,Success,SBI,Bengaluru,23,UPI,2025-06-27,Monday,February,18,,
1685,Success,HDFC,Delhi,10,Wallet,2025-06-07,Saturday,February,12,,
1686,Failure,SBI,Kolkata,5,Card,2025-03-23,Saturday,June,18,Network Issue,Card
1687,Failure,ICICI,Kolkata,10,UPI,2025-02-06,Wednesday,March,18,Invalid UPI ID,UPI
1688,Success,AXIS,Pune,11,Net Banking,2025-01-05,Thursday,May,21,,
1689,Success,PNB,Hyderabad,9,UPI,2025-03-23,Thursday,March,9,,
1690,Failure,AXIS,Pune,7,Card,2025-05-20,Saturday,June,12,Daily Limit Exceeded,Card
1691,Success,PNB,Mumbai,1,UPI,2025-01-10,Tuesday,June,12,,
1692,Success,Kotak,Pune,3,UPI,2025-06-05,Wednesday,March,18,,
1693,Success,BOB,Kolkata,15,Net Banking,2025-01-21,Friday,April,12,,
1694,Success,SBI,Hyderabad,19,Net Banking,2025-04-21,Monday,April,9,,
1695,Success,PNB,Mumbai,3,Card,2025-01-05,Friday,February,18,,
1696,Success,AXIS,Bengaluru,19,UPI,2025-01-17,Friday,April,9,,
1697,Success,BOB,Hyderabad,10,Card,2025-05-28,Saturday,February,12,,
1698,Success,AXIS,Pune,22,UPI,2025-04-16,Friday,April,9,,
1699,Success,AXIS,Hyderabad,22,Wallet,2025-05-10,Saturday,June,18,,
1700,Success,ICICI,Delhi,22,Wallet,2025-05-18,Saturday,January,12,,
1701,Success,PNB,Kolkata,22,Card,2025-04-02,Tuesday,June,18,,
1702,Failure,Kotak,Bengaluru,1,Net Banking,2025-02-13,Monday,January,18,Daily Limit Exceeded,Net Banking
1703,Success,Kotak,Hyderabad,11,Card,2025-02-27,Sunday,January,21,,
1704,Success,AXIS,Pune,21,UPI,2025-06-17,Monday,June,21,,
1705,Success,BOB,Hyderabad,23,Net Banking,2025-02-13,Sunday,March,9,,
1706,Success,Kotak,Chennai,2,Net Banking,2025-04-11,Tuesday,June,12,,
1707,Success,ICICI,Delhi,4,Card,2025-02-18,Sunday,February,9,,
1708,Success,AXIS,Bengaluru,11,Net Banking,2025-01-27,Sunday,February,18,,
1709,Failure,ICICI,Mumbai,21,Wallet,2025-06-17,Friday,March,21,Bank Server Down,Wallet
1710,Success,AXIS,Kolkata,7,UPI,2025-06-03,Thursday,February,9,,
1711,Success,BOB,Mumbai,15,Wallet,2025-03-03,Saturday,May,18,,
1712,Success,ICICI,Kolkata,21,UPI,2025-01-09,Thursday,June,21,,
1713,Failure,SBI,Kolkata,22,Wallet,2025-04-06,Friday,April,18,Insufficient Balance,Wallet
1714,Success,HDFC,Hyderabad,20,Net Banking,2025-02-08,Sunday,June,18,,
1715,Success,Kotak,Chennai,6,Net Banking,2025-03-24,Tuesday,April,9,,
1716,Success,PNB,Chennai,16,Net Banking,2025-02-21,Tuesday,February,18,,
1717,Success,SBI,Chennai,7,UPI,2025-02-25,Wednesday,March,21,,
1718,Success,Kotak,Kolkata,3,UPI,2025-02-25,Friday,April,12,,
1719,Success,Kotak,Mumbai,22,Card,2025-01-09,Wednesday,January,9,,
1720,Success,HDFC,Chennai,14,Net Banking,2025-05-19,Sunday,February,9,,
1721,Success,HDFC,Mumbai,8,UPI,2025-04-11,Saturday,June,12,,
1722,Success,BOB,Hyderabad,20,UPI,2025-03-21,Friday,February,18,,
1723,Success,SBI,Kolkata,0,UPI,2025-04-23,Saturday,April,21,,
1724,Failure,AXIS,Chennai,7,Net Banking,2025-05-22,Monday,January,12,Wrong PIN,Net Banking
1725,Success,AXIS,Pune,0,Card,2025-06-21,Sunday,May,18,,
1726,Success,BOB,Mumbai,0,Net Banking,2025-04-25,Sunday,May,12,,
1727,Success,AXIS,Kolkata,23,Card,2025-02-13,Wednesday,June,18,,
1728,Success,SBI,Chennai,16,Net Banking,2025-03-07,Tuesday,April,21,,
1729,Success,HDFC,Mumbai,7,Wallet,2025-04-26,Saturday,April,12,,
1730,Success,ICICI,Mumbai,21,Wallet,2025-02-21,Wednesday,March,21,,
1731,Success,HDFC,Delhi,11,Net Banking,2025-03-24,Wednesday,June,9,,
1732,Success,PNB,Bengaluru,6,Net Banking,2025-04-17,Friday,May,18,,
1733,Success,AXIS,Bengaluru,18,Card,2025-03-20,Monday,June,18,,
1734,Success,ICICI,Mumbai,5,UPI,2025-03-20,Thursday,May,9,,
1735,Success,SBI,Hyderabad,15,Card,2025-03-13,Saturday,February,18,,
1736,Success,BOB,Mumbai,13,Wallet,2025-02-15,Tuesday,May,12,,
1737,Success,BOB,Pune,7,UPI,2025-05-27,Monday,June,9,,
1738,Failure,SBI,Kolkata,6,UPI,2025-06-02,Thursday,February,12,Invalid UPI ID,UPI
1739,Failure,HDFC,Kolkata,14,Net Banking,2025-03-17,Monday,June,21,Invalid UPI ID,Net Banking
1740,Success,Kotak,Bengaluru,3,UPI,2025-05-01,Sunday,May,9,,
1741,Success,ICICI,Hyderabad,6,UPI,2025-01-23,Thursday,June,12,,
1742,Success,BOB,Bengaluru,14,Net Banking,2025-03-10,Wednesday,February,21,,
1743,Success,SBI,Bengaluru,3,Card,2025-01-22,Tuesday,June,9,,
1744,Success,ICICI,Delhi,6,UPI,2025-06-21,Saturday,February,12,,
1745,Success,AXIS,Kolkata,10,Net Banking,2025-05-10,Saturday,April,9,,
1746,Failure,ICICI,Bengaluru,7,Net Banking,2025-02-16,Tuesday,June,9,Bank Server Down,Net Banking
1747,Success,HDFC,Kolkata,1,Card,2025-03-28,Wednesday,June,12,,
1748,Success,HDFC,Mumbai,0,Net Banking,2025-02-01,Thursday,April,21,,
1749,Success,ICICI,Mumbai,20,UPI,2025-02-10,Friday,February,12,,
1750,Success,ICICI,Pune,4,UPI,2025-02-04,Wednesday,February,12,,
1751,Success,AXIS,Hyderabad,18,Card,2025-01-17,Saturday,March,18,,
1752,Success,ICICI,Mumbai,0,Card,2025-02-10,Wednesday,June,18,,
1753,Success,PNB,Kolkata,15,Net Banking,2025-01-09,Friday,January,18,,
1754,Success,PNB,Delhi,7,Card,2025-06-04,Monday,May,18,,
1755,Success,BOB,Delhi,1,UPI,2025-06-14,Wednesday,January,21,,
1756,Success,AXIS,Pune,3,Wallet,2025-04-22,Sunday,April,18,,
1757,Success,Kotak,Chennai,4,Net Banking,2025-06-16,Sunday,April,9,,
1758,Failure,Kotak,Kolkata,3,Net Banking,2025-05-28,Thursday,April,9,Bank Server Down,Net Banking
1759,Success,HDFC,Pune,2,Wallet,2025-03-21,Thursday,January,18,,
1760,Success,PNB,Kolkata,17,UPI,2025-05-07,Tuesday,February,12,,
1761,Success,PNB,Bengaluru,7,Wallet,2025-04-10,Wednesday,January,9,,
1762,Success,AXIS,Delhi,8,Net Banking,2025-04-09,Tuesday,April,18,,
1763,Success,HDFC,Mumbai,21,Net Banking,2025-01-02,Friday,January,21,,
1764,Success,SBI,Hyderabad,13,UPI,2025-06-10,Monday,March,9,,
1765,Success,Kotak,Delhi,14,Net Banking,2025-01-09,Wednesday,January,21,,
1766,Success,AXIS,Pune,6,Wallet,2025-04-26,Friday,January,18,,
1767,Failure,BOB,Delhi,2,Card,2025-03-10,Saturday,June,9,Daily Limit Exceeded,Card
1768,Success,SBI,Kolkata,22,Net Banking,2025-05-28,Wednesday,April,12,,
1769,Success,SBI,Chennai,16,Net Banking,2025-05-23,Tuesday,March,9,,
1770,Success,Kotak,Kolkata,6,Wallet,2025-05-18,Thursday,January,9,,
1771,Success,Kotak,Chennai,7,Card,2025-06-01,Thursday,February,21,,
1772,Failure,HDFC,Bengaluru,6,Wallet,2025-01-22,Monday,January,18,Wrong PIN,Wallet
1773,Success,PNB,Chennai,5,UPI,2025-02-02,Wednesday,June,18,,
1774,Success,SBI,Hyderabad,11,UPI,2025-02-16,Sunday,March,12,,
1775,Success,SBI,Pune,10,UPI,2025-06-19,Sunday,May,12,,
1776,Failure,AXIS,Hyderabad,12,Wallet,2025-06-16,Thursday,April,12,Bank Server Down,Wallet
1777,Success,ICICI,Delhi,15,Net Banking,2025-04-09,Tuesday,March,21,,
1778,Success,AXIS,Mumbai,17,Wallet,2025-02-05,Wednesday,June,18,,
1779,Success,BOB,Bengaluru,23,Wallet,2025-04-18,Sunday,March,9,,
1780,Success,HDFC,Chennai,22,Card,2025-06-15,Friday,April,18,,
1781,Success,ICICI,Hyderabad,16,Wallet,2025-03-13,Wednesday,April,12,,
1782,Success,AXIS,Pune,23,Card,2025-02-18,Thursday,February,18,,
1783,Success,PNB,Mumbai,23,Net Banking,2025-06-20,Monday,January,18,,
1784,Success,PNB,Hyderabad,14,Card,2025-05-05,Saturday,June,12,,
1785,Success,ICICI,Mumbai,4,UPI,2025-04-07,Monday,January,12,,
1786,Failure,PNB,Pune,7,Wallet,2025-01-12,Thursday,April,9,Network Issue,Wallet
1787,Success,Kotak,Kolkata,4,Net Banking,2025-01-01,Tuesday,May,18,,
1788,Success,ICICI,Bengaluru,18,UPI,2025-01-04,Thursday,March,18,,
1789,Success,HDFC,Delhi,0,Card,2025-04-08,Saturday,April,12,,
1790,Success,Kotak,Chennai,17,Net Banking,2025-02-18,Sunday,January,18,,
1791,Success,AXIS,Pune,22,Card,2025-04-28,Sunday,January,12,,
1792,Failure,AXIS,Delhi,11,UPI,2025-05-17,Tuesday,May,9,Bank Server Down,UPI
1793,Success,HDFC,Chennai,17,Card,2025-01-02,Tuesday,March,21,,
1794,Success,AXIS,Hyderabad,16,UPI,2025-04-26,Sunday,April,9,,
1795,Success,BOB,Delhi,8,UPI,2025-05-22,Sunday,April,18,,
1796,Success,ICICI,Kolkata,2,Wallet,2025-04-09,Saturday,June,9,,
1797,Success,BOB,Delhi,22,Wallet,2025-05-16,Tuesday,March,18,,
1798,Success,AXIS,Delhi,5,Net Banking,2025-01-07,Monday,April,9,,
1799,Failure,HDFC,Delhi,7,Card,2025-05-08,Monday,March,12,Daily Limit Exceeded,Card
1800,Success,SBI,Pune,23,Net Banking,2025-02-27,Thursday,March,21,,
1801,Success,PNB,Hyderabad,18,Wallet,2025-01-16,Sunday,May,18,,
1802,Success,BOB,Chennai,5,Card,2025-02-26,Saturday,April,21,,
1803,Success,PNB,Bengaluru,0,Net Banking,2025-04-27,Saturday,March,9,,
1804,Success,HDFC,Kolkata,2,Wallet,2025-06-12,Friday,March,9,,
1805,Success,Kotak,Kolkata,15,UPI,2025-02-12,Friday,May,21,,
1806,Success,Kotak,Mumbai,18,UPI,2025-02-11,Thursday,April,18,,
1807,Failure,HDFC,Bengaluru,19,Card,2025-02-24,Monday,March,12,Wrong PIN,Card
1808,Success,AXIS,Pune,0,Wallet,2025-02-07,Thursday,March,9,,
1809,Success,SBI,Kolkata,1,Card,2025-03-05,Sunday,May,21,,
1810,Success,PNB,Chennai,6,Wallet,2025-05-23,Sunday,February,12,,
1811,Success,ICICI,Kolkata,14,UPI,2025-02-12,Tuesday,February,21,,
1812,Failure,ICICI,Hyderabad,21,Net Banking,2025-02-25,Monday,February,21,Invalid UPI ID,Net Banking
1813,Success,AXIS,Pune,18,Net Banking,2025-03-17,Monday,April,18,,
1814,Success,ICICI,Bengaluru,12,Wallet,2025-05-25,Thursday,April,12,,
1815,Failure,AXIS,Pune,6,Card,2025-01-24,Monday,May,18,Invalid UPI ID,Card
1816,Success,Kotak,Mumbai,17,Card,2025-02-16,Wednesday,May,18,,
1817,Success,SBI,Bengaluru,8,Card,2025-01-18,Tuesday,January,18,,
1818,Success,ICICI,Bengaluru,10,Wallet,2025-06-27,Monday,January,18,,
1819,Success,PNB,Pune,18,Net Banking,2025-01-12,Tuesday,May,18,,
1820,Success,Kotak,Pune,9,Card,2025-05-27,Monday,June,9,,
1821,Success,BOB,Kolkata,22,Net Banking,2025-04-26,Wednesday,April,9,,
1822,Success,HDFC,Bengaluru,5,UPI,2025-04-14,Sunday,February,18,,
1823,Success,SBI,Mumbai,18,Net Banking,2025-02-05,Monday,January,18,,
1824,Success,BOB,Mumbai,7,Net Banking,2025-05-06,Sunday,June,12,,
